,GEOID,r_income,r_wr,r_pbb,r_upr
77,2.70191E+11,99911,0.9402810194346485,0.23001948869357722,0.017543859369316437
78,2.70191E+11,65929,0.8905419671568335,0.2127236538225914,0
79,2.7086E+11,84167,0.9548802858666641,0.16129032031850885,0.018801409884824795
80,2.70191E+11,84531,0.9112754074743493,0.18077474633034799,0.027027026679188847
81,2.71391E+11,99306,0.9271746397358419,0.31296100829335083,0.014842300418902594
82,2.71391E+11,71573,0.7177083295952691,0.084561675,0.04576144
83,2.71391E+11,170741,0.9041953606499977,0.6209150259159584,0
84,2.71391E+11,162500,0.8522372484274857,0.5831564006853758,0.025883838220430316
85,2.71391E+11,149297,0.8984227072654719,0.5122410497905739,0.026655201834435066
86,2.71391E+11,59264,0.7724795587705753,0.3565804234355408,0
87,2.71391E+11,143547,0.8686605925314655,0.31703341224911646,0.007676204
88,2.71391E+11,102632,0.7821428501594389,0.416015617,0
89,2.71391E+11,164659,0.8506571036400412,0.6008492505217702,0
90,2.71391E+11,80789,0.8598074557171633,0.47985004236316736,0.006177606
91,2.70371E+11,86274,0.6931764673262283,0.5239960797061897,0.012589928000944568
92,2.70371E+11,118214,0.7448849057232423,0.25050099949397797,0.035583941
93,2.70371E+11,115625,0.6975768839814683,0.4038342584796892,0.014909478088873919
94,2.70371E+11,104141,0.7317763571707264,0.2656972883959201,0.019675925812060614
95,2.70371E+11,131417,0.8122485435304043,0.4574155619866699,0.035714286
96,2.70371E+11,135039,0.8076490347846003,0.48049644538126873,0
97,2.70371E+11,133617,0.8728260822129017,0.5445391127456304,0.015182884643320326
98,2.70371E+11,134816,0.6751012077418906,0.32812499430338554,0.018575851
99,2.70371E+11,114559,0.6847345056998395,0.38068180736699414,0
100,2.70371E+11,95303,0.8077964222642317,0.5470588189322788,0
101,2.70371E+11,83678,0.7679738478434222,0.3440993746074612,0.024663676853546226
102,2.70371E+11,141250,0.8227201225522007,0.5213367582450552,0.067826087
103,2.70371E+11,147772,0.8567870432329574,0.5810344777497027,0.009566326
104,2.70371E+11,147426,0.7060133577875771,0.37116278724499735,0
105,2.70371E+11,156742,0.8233438399227777,0.6365159022359146,0
106,2.71391E+11,154650,0.9165786598038157,0.539682532,0.02112676
107,2.70371E+11,141304,0.8879907518707766,0.5327999914752002,0.033734939352591094
108,2.70371E+11,110850,0.823114864,0.3207547129464816,0.03877551
109,2.70371E+11,189084,0.8501477380745135,0.6690595788294359,0
110,2.70371E+11,116724,0.8441558395879013,0.5228151545025896,0.031055900406791577
111,2.70371E+11,99200,0.7774780797203097,0.48307291037665484,0
112,2.70371E+11,168974,0.7302118144548055,0.806340449,0.016774193440166493
113,2.70371E+11,158779,0.8357169019592339,0.6018318933090954,0.018121125330848233
114,2.70371E+11,124821,0.7551252804377832,0.33286118744432586,0.019754404592875575
115,2.70371E+11,95143,0.7492893646998899,0.18629343449523714,0.032813781519165044
116,2.70371E+11,91719,0.539999996,0.36636636086536994,0.025806451335414503
117,2.70371E+11,145441,0.49546279042229774,0.4199288181507328,0.12673610891083145
118,2.70371E+11,123281,0.7204058583968103,0.5149023585313222,0
119,2.70371E+11,125795,0.8237409973172543,0.49047618269085425,0.015492957528268205
120,2.70371E+11,147900,0.7890691649097424,0.5534213619037052,0.058883248
121,2.70371E+11,121563,0.7947976821185139,0.5261472729333269,0.039142590501932986
122,2.70371E+11,198345,0.8776529228757438,0.7936046280928888,0
123,2.71391E+11,63958,0.8922261326461814,0.10070257375403809,0.061674007
124,2.70371E+11,108633,0.79000632,0.37117903605957175,0.008136696
125,2.70371E+11,175529,0.8343464982192516,0.5876623313023558,0.017590149
126,2.70371E+11,146625,0.7938931251092594,0.36822001246585173,0
127,2.70371E+11,97824,0.7325819634601334,0.42058010759267883,0
128,2.71391E+11,190690,0.8666666586419755,0.7553310801870811,0.052072262996043964
129,2.70371E+11,97188,0.6958241727656079,0.3574168775101223,0.0423223
130,2.70371E+11,160455,0.856439121,0.638179793,0.028763183
131,2.70371E+11,60536,0.6010407580135234,0.099859352,0.014833127134324758
132,2.70371E+11,72628,0.6862169987358212,0.41422121428644226,0.095238094
133,2.70371E+11,73272,0.6236979139596445,0.4011103372580823,0.011532125142602278
134,2.70371E+11,90066,0.5529197046659385,0.6040403979389859,0.00625
135,2.70371E+11,148702,0.7550226781916871,0.5736793273987087,0.021959459273991053
136,2.70371E+11,86554,0.7697107159971032,0.277599998,0.011585807302057877
137,2.70371E+11,71026,0.6614035058710372,0.42591516312658245,0
138,2.70371E+11,0,0.09523805,0,0
139,2.70371E+11,145983,0.8139534804849469,0.4976958468007391,0.059961315
140,2.70371E+11,154318,0.5513874586259637,0.6461988241111226,0
141,2.71391E+11,156250,0.9243746310391238,0.46347606663748053,0.024734982157349948
142,2.71391E+11,73000,0.7635196996927617,0.3898514803236203,0
143,2.71391E+11,119722,0.9070667913501123,0.5406976709257256,0
144,2.71391E+11,184063,0.9338422273048063,0.5426195313384713,0.014035087473068641
145,2.71391E+11,178646,0.8301486164324898,0.5668044038098871,0.009407858
146,2.71391E+11,152161,0.8854536194351058,0.48627951189355767,0
147,2.71391E+11,135347,0.5523704459496092,0.6680672128557309,0.036679535971437534
148,2.71391E+11,178138,0.8520345200244481,0.6032863802559751,0
149,2.71391E+11,136840,0.8627450850264693,0.7014925198633702,0
150,2.70191E+11,185074,0.8740293280929308,0.8326359716508233,0.025581395051379126
151,2.70371E+11,134479,0.7761310391877454,0.4654510511952874,0
152,2.71391E+11,205179,0.8401883031709902,0.7948951650187093,0.027974783183708496
153,2.70371E+11,120000,0.723335483,0.42441860112609137,0.020392156702806613
154,2.70371E+11,62917,0.5980784579817577,0.33447683817363916,0.017142857
155,2.70371E+11,93355,0.6884570041904771,0.48031495590241186,0.034910783
156,2.70371E+11,102083,0.8183823469236592,0.49046321080414884,0.020460357881838382
157,2.70371E+11,144861,0.7778981497519161,0.47559448716402397,0.042908224
158,2.70371E+11,143750,0.6524520221084648,0.4235015739471485,0
159,2.70371E+11,115130,0.6569444353202162,0.39487178474687734,0
160,2.70371E+11,75172,0.7357679835041033,0.4377509952258837,0.013986013741503257
161,2.70371E+11,105195,0.7383773861588205,0.48930099159342383,0.046153846
162,2.71391E+11,151734,0.7764109929347974,0.5010783572891563,0.022208122
163,2.71391E+11,118272,0.6872278614860097,0.48051947571908615,0.026220614591133683
164,2.71391E+11,100737,0.7704447605077304,0.49969604559455294,0.078947368
165,2.71391E+11,123813,0.9107648596208944,0.5415778136124134,0
166,2.70371E+11,56786,0.16780238357919605,0.16064256705537014,0.034175333816116885
167,2.71391E+11,140000,0.8131788500131872,0.44401543830095963,0.010501750169174444
168,2.70371E+11,68165,0.4975308611263527,0.45138888540594996,0.017298735746515397
169,2.70371E+11,68750,0.7130350125191147,0.520661148,0
170,2.70371E+11,98021,0.6898262970237693,0.22246455591641706,0.02310536
171,2.70371E+11,0,0.3888886728396262,0,0
172,2.70371E+11,94688,0.8606557276269822,0.2266666606222224,0.010845986749544756
173,2.70371E+11,84231,0.7063914733262885,0.3866170967786515,0.01196709
174,2.70371E+11,58618,0.7571243474279511,0.3731343240742328,0.009384776
175,2.70371E+11,93846,0.7502738143453033,0.3890063342704792,0.032085560925391075
176,2.70371E+11,100489,0.8266779878786917,0.3627002246830638,0.16666666493055557
177,2.70371E+11,58686,0.8591342563526467,0.3674157262088121,0.010901882944480842
178,2.70371E+11,61992,0.8047508643988942,0.29323899140535387,0.013081395
179,2.70371E+11,121250,0.796347533,0.6299456894496067,0.037748344
180,2.70371E+11,71100,0.7131578884810712,0.31777107955164036,0.094133696
181,2.70371E+11,0,0.1777777382716137,0,0
182,2.70371E+11,96053,0.6912669041664588,0.35945944974433924,0
183,2.70371E+11,0,0,0,0
184,2.71391E+11,115833,0.7053915230719414,0.5199999945263158,0.035198555639002205
185,2.70371E+11,104130,0.7408970937155827,0.3379469395853871,0.002116402
186,2.70371E+11,0,0.16809815744664838,0.049751241,0
187,2.70371E+11,92500,0.6016597427156329,0.36309522728883253,0
188,2.70371E+11,119637,0.5905932624767865,0.46317512022272167,0.031062124
189,2.70371E+11,83281,0.621481477,0.22247445831470536,0
190,2.71391E+11,69610,0.8030075067216916,0.5205882276384084,0
191,2.70371E+11,54454,0.5918635131767486,0.37241378882283005,0.035944700129541936
192,2.70371E+11,0,0.45161275754427177,0,0
193,2.70371E+11,65469,0.7382715988619621,0.31217948517833666,0.070194384
194,2.71391E+11,209444,0.7732087179239332,0.721834489,0.006677796
195,2.71391E+11,242083,0.6964497000210077,0.820512813,0.052739726
196,2.71391E+11,124432,0.7003484271752723,0.30012771008776873,0.034482758224336114
197,2.71391E+11,0,0.3599788228693551,0.12713936326699785,0.061358656
198,2.70371E+11,81696,0.8303571354432399,0.4222222159670783,0.023611111
199,2.70371E+11,113430,0.5940438840436578,0.4717145302722843,0.038434661
200,2.71391E+11,96020,0.7727611911464134,0.5895270237076181,0.011684517956745286
201,2.71391E+11,130265,0.7935409427391735,0.41045214086639964,0.01632855
202,2.71391E+11,109231,0.716997789,0.6769230725838264,0.017452007
203,2.71391E+11,107969,0.6914335603895668,0.32286995033079297,0
204,2.70191E+11,124323,0.8494397699619064,0.5789915917731799,0.036989795682463036
205,2.70191E+11,76591,0.7772657390378975,0.4517282425300567,0.050391937
206,2.71391E+11,156455,0.6741678355641451,0.35449298965793086,0
207,2.71391E+11,250001,0.7531583989003071,0.78539325,0
208,2.71391E+11,104362,0.615821676,0.5579293298444591,0
209,2.70191E+11,97500,0.8672985699782126,0.5850340056457959,0.028070175
210,2.71391E+11,156888,0.7020250689391269,0.5182692257858729,0.022324865109123442
211,2.70371E+11,107917,0.8415466198518073,0.5180598501748209,0.035486806
212,2.70371E+11,141619,0.8418430831765686,0.576735087,0.013769363048456428
213,2.70371E+11,131369,0.8210302664841728,0.5659259217338821,0.022335673118470498
214,2.70371E+11,161667,0.772597519,0.5066991412095111,0.012219959142362942
215,2.70371E+11,164904,0.8456632599128618,0.7889447156889978,0.042016806
216,2.70371E+11,193399,0.900190713,0.7006236933407101,0.041218638
217,2.70371E+11,120297,0.8024691281816797,0.42181339787367417,0.021327014
218,2.70371E+11,245721,0.7827603349139993,0.7473535585931295,0
219,2.70371E+11,160278,0.8835341276753602,0.42318839966393623,0.026136363
220,2.70371E+11,56705,0.5515210937044054,0.3722126865829728,0.014367815885519887
221,2.71391E+11,117218,0.8298530484930159,0.27468230425530493,0.023986765723848093
222,2.70371E+11,90586,0.6756316163355207,0.32392894123376237,0.1068200484238287
223,2.70371E+11,94205,0.6435294041937717,0.33762517399677866,0.04481132
224,2.70371E+11,111618,0.7820388311551513,0.456316408,0.022314478
225,2.70371E+11,121786,0.7027026940699915,0.8017621027641395,0.061594202
226,2.71391E+11,180469,0.7302631498874654,0.4419580357768107,0.027748132041108518
227,2.70371E+11,114663,0.7327262949505823,0.473367694,0.025468164603234724
228,2.70371E+11,131786,0.6988202588562091,0.444870561,0.069444444
229,2.71391E+11,108094,0.6774415359185589,0.35940593703558477,0
230,2.70371E+11,113333,0.6001199004788975,0.2871736630286758,0.004016064
231,2.70191E+11,122981,0.8805815069513863,0.5235294040657441,0.056987787557831925
232,2.71391E+11,178173,0.7659467565748531,0.6305506160697103,0.006858711
233,2.71391E+11,39423,0.33476856474953104,0.11568627224144565,0.013782541902258165
234,2.71391E+11,152262,0.5344578287496008,0.5437787976668296,0.03890785
235,2.71391E+11,187946,0.7523041387983395,0.5354223360296685,0.031521739
236,2.71391E+11,193638,0.6817538800317697,0.5559566686650421,0.051546391
237,2.71391E+11,0,0.5992779729307043,0.3735763012852779,0
238,2.71391E+11,0,0.5773809466529668,0.29960052863381453,0.066331658
239,2.71391E+11,122664,0.5359539737684182,0.3105906282017248,0.097378276
240,2.71391E+11,218594,0.7046130899954384,0.6436781503501126,0
241,2.70371E+11,68864,0.6686303338097914,0.26676828861633706,0.062256809
242,2.70371E+11,101389,0.668114677,0.36608557264523656,0.022091310425753897
243,2.70371E+11,66250,0.46080401778490443,0.29738932693088166,0.035532995
244,2.70371E+11,152344,0.8134872368560921,0.47770218837715656,0.021160409
245,2.70371E+11,54375,0.4799588875644456,0.1414634136483386,0.098060941
246,2.71391E+11,128750,0.8807134844999248,0.5977291111295288,0.018558173
247,2.70371E+11,101250,0.5897920577041963,0.44513457249734595,0.047481180964208565
248,2.70371E+11,73229,0.6717492559434592,0.4121827390244531,0.01171875
249,2.70371E+11,55800,0.414519901,0.2664974551650392,0.033783783
250,2.70371E+11,55720,0.593032458,0.075376884,0
251,2.70191E+11,125583,0.9458762764706665,0.3207547094161625,0
252,2.70191E+11,79519,0.8855311274218761,0.15586419512555255,0.041966426
253,2.70191E+11,110000,0.9179464637211651,0.4011406818685635,0.036973834
254,2.70191E+11,74700,0.9300087407698273,0.3397379882992316,0.024351924
255,2.70191E+11,130242,0.9239864786825467,0.44951922536635547,0.035538005572181584
256,2.70191E+11,120833,0.8988218925930569,0.5431472012290964,0.004550626
257,2.70191E+11,136761,0.899917962,0.5772893730601512,0.049127342927425065
258,2.70191E+11,114091,0.9005586541868231,0.4966216174271823,0.011235954977275597
259,2.71391E+11,94518,0.5334829759316012,0.24717194430332612,0.041961338793204433
260,2.71391E+11,159563,0.5657439413740257,0.6189502343629841,0.033401499
261,2.71391E+11,112500,0.6722595003102965,0.20462633087853505,0
262,2.70191E+11,58098,0.8260292054976202,0.28353657672144583,0.074927952
263,2.71391E+11,93065,0.6942590073814485,0.29635498972777347,0
264,2.71391E+11,133214,0.6926575653498533,0.4674674627881135,0.012195121844990229
265,2.71391E+11,100417,0.6790371045231985,0.34580644715088454,0.012471655187396201
266,2.71391E+11,93486,0.6580547062457849,0.31195840013936915,0
267,2.70191E+11,37938,0.7981072471282098,0.267792518,0
268,2.71391E+11,128194,0.8099762374112086,0.3171874950439454,0.060927151510898656
269,2.71391E+11,100078,0.44556324452131374,0.3522833145173969,0.053719008
270,2.70371E+11,112171,0.7705011345643443,0.5491202305782974,0.046302251
271,2.70371E+11,55658,0.6666666617063493,0.4447058788650519,0
272,2.71391E+11,77266,0.8220108583965916,0.33636363254132234,0.059768063695200144
273,2.70371E+11,82750,0.7576335829667075,0.4014778292161098,0.041578576
274,2.70371E+11,43355,0.44938091442548495,0.23895253291403384,0
275,2.71391E+11,128678,0.7374999934151787,0.4371428508979593,0.054878048
276,2.70371E+11,0,0,0,0
277,2.70371E+11,96950,0.6054380628070207,0.3794037906106252,0.023333333
278,2.70371E+11,0,0,0,0
279,2.71391E+11,51250,0.6821318992249543,0.21749006122947154,0.011677282315937992
280,2.70191E+11,207264,0.9040207464071288,0.8079748078911353,0
281,2.71391E+11,79013,0.7252880489673253,0.16118684714364998,0.009603073
282,2.71391E+11,88875,0.651212934,0.5220125739262123,0.066478076
283,2.71391E+11,0,0.11111106995886298,0,0
284,2.71391E+11,48438,0.39830955943840696,0.13809523678004537,0.044830079
285,2.71391E+11,53125,0.807909597,0.25745856069106565,0.007462686
286,2.70191E+11,72548,0.4472049661664288,0.1662303643163565,0.019830028141359507
287,2.70191E+11,140667,0.6336689002591225,0.2925347196828583,0
288,2.71391E+11,63879,0.8188552133410424,0.31510791140210137,0.022914218
289,2.70371E+11,217159,0.7657430682257993,0.7425307491869003,0
290,2.70371E+11,184400,0.8342785076605009,0.6043656124916015,0
291,2.70371E+11,250001,0.9123036529803187,0.7664576682373406,0
292,2.70371E+11,138214,0.7409638464944115,0.47947760299482084,0.023400935672372298
293,2.70371E+11,0,0.41176446366796254,0,0
294,2.70371E+11,121715,0.8261700016602674,0.5892494869244475,0.012891344264352263
295,2.70371E+11,158203,0.8226514414165809,0.568870516,0
296,2.70371E+11,103980,0.43976683653000753,0.4339268937776299,0.043906131
297,2.70371E+11,36766,0.5669761235611663,0.20595968268221138,0.19426048422177716
298,2.70371E+11,77031,0.7468265109532686,0.46823324222599444,0.053333333
299,2.70371E+11,80179,0.6003159510243606,0.31710361651556035,0.054805400676684664
300,2.70371E+11,48011,0.4788135525591306,0.315151509,0.10535405690234789
301,2.7053E+11,123772,0.8093385135278355,0.4897260218067806,0.028907922602698904
302,2.7053E+11,69091,0.8706467607546844,0.5290780066797446,0.007777778
303,2.70371E+11,91667,0.5403755843174854,0.4843330305789344,0.010064702
304,2.7053E+11,75703,0.8473451233700761,0.5821228985237665,0
305,2.7053E+11,131208,0.828157341,0.605298005,0.013559322
306,2.7053E+11,96400,0.84311632,0.37137680486636226,0.030150753
307,2.70371E+11,98797,0.7144549720707644,0.46128608621203354,0.036414565622327366
308,2.7053E+11,74858,0.8007812447865804,0.5696539434813315,0.010526315710328454
309,2.70371E+11,90667,0.5631399278966558,0.44416456386091885,0.064393939
310,2.7053E+11,117500,0.8398950057751968,0.6120282946694777,0.004592422
311,2.7053E+11,133750,0.7880133097889755,0.5877550940441484,0.013559322
312,2.7053E+11,81019,0.7242614080191458,0.4018594999807903,0
313,2.7053E+11,95750,0.7195467371136917,0.3998226914909336,0.020960698506893465
314,2.7053E+11,115694,0.8566308166968565,0.6575505272586144,0
315,2.70371E+11,135069,0.7496453847542881,0.5942408299183137,0
316,2.7053E+11,120114,0.8407692243017753,0.5055555499382717,0.014056224758471639
317,2.7053E+11,113200,0.823758512,0.6032863778956998,0.053587647
318,2.7053E+11,127717,0.8053097300591276,0.5312117470550076,0.024557395633595686
319,2.70371E+11,99031,0.7272104131102782,0.622040067,0.08108108
320,2.70371E+11,75313,0.6591458448094614,0.7100149370700308,0.078811368
321,2.70371E+11,188056,0.8446096591478836,0.7381738092610142,0.010466222545516437
322,2.70371E+11,99844,0.725155274,0.3184019331912599,0.042806182606347415
323,2.70371E+11,0,0.6628420065062488,0.3688663220157983,0.018359852896452228
324,2.70371E+11,129345,0.7942139694638976,0.6698599803252765,0.010500308767755968
325,2.70371E+11,130250,0.772660813,0.5081206437573011,0.01552795
326,2.70371E+11,63083,0.6638513457444988,0.2917293189213636,0
327,2.70371E+11,109464,0.7611548456541359,0.6058091160620516,0.021052631209602962
328,2.70371E+11,196750,0.9259259186294254,0.680507489,0
329,2.70191E+11,107647,0.6605800143868956,0.27917619498452645,0.14338919658493116
330,2.70191E+11,180685,0.8564064738114399,0.5203980047721591,0.048500881
331,2.71391E+11,39286,0.6183510556070339,0,0.10476190276643996
332,2.71391E+11,50054,0.4902356869344398,0.3145057725994124,0.079716563
333,2.70191E+11,84342,0.8480662924857301,0.5234619340619193,0.014705882
334,2.70191E+11,92137,0.8252427131052251,0.5249077442351684,0
335,2.70191E+11,217625,0.941176462,0.721059962,0.00976801
336,2.70191E+11,70625,0.7530502647484125,0.3679738538040925,0.032697548
337,2.70191E+11,131176,0.8414188792831566,0.40727781380491385,0.01607717
338,2.7053E+11,99430,0.8204225310843937,0.6915100408845752,0.008313539
339,2.70191E+11,109615,0.6700636899995943,0.4393530938092575,0
340,2.7053E+11,199250,0.7746394184216381,0.5882845139055689,0.017980636113550233
341,2.70191E+11,134219,0.8902291810587554,0.5032362378117113,0.019253910718966177
342,2.7053E+11,184647,0.8126371179787751,0.6864348964796531,0.004848485
343,2.70191E+11,104219,0.9211822546652432,0.5227272628271352,0
344,2.70191E+11,52188,0.674915628,0.378712862,0
345,2.7053E+11,250001,0.8594436184561696,0.9339206842748748,0
346,2.70191E+11,108578,0.8668407235261905,0.5249643291731194,0.019464719957850124
347,2.70191E+11,154537,0.845978749,0.6220871264226229,0.022653721
348,2.70191E+11,66997,0.7743805968667338,0.30690536888167924,0.026366251072069743
349,2.7053E+11,76200,0.6546026699087123,0.30425752539711814,0.010344827497027349
350,2.7053E+11,158333,0.7957219166232951,0.733149921,0.089068825
351,2.7053E+11,86923,0.710411192,0.6072071962665371,0.022116903284093156
352,2.7053E+11,121900,0.6143459863768271,0.5260930814373331,0
353,2.7053E+11,89625,0.7170795212897064,0.3695652073487716,0
354,2.7053E+11,124667,0.8478260746691874,0.7437499883789065,0.21630803832040726
355,2.7053E+11,55781,0.685625639,0.28022598553416966,0.048913043
356,2.7053E+11,81488,0.5955369554007186,0.3735926266776599,0.028233150926838334
357,2.7053E+11,46217,0.4181681650287675,0.1287001270437564,0.008064516
358,2.7053E+11,68250,0.7268643241072388,0.4054054006415347,0.11310782121450506
359,2.7053E+11,71713,0.8126760506149574,0.5157360353732382,0.089673912
360,2.7053E+11,85676,0.7030508426911808,0.5624999949048913,0.010896898
361,2.7053E+11,130987,0.752465476,0.4493597153741593,0.025998143
362,2.7053E+11,87176,0.594875896,0.4698085350543662,0
363,2.7053E+11,129228,0.7243082932380603,0.4408117199457529,0.014991181525650956
364,2.7053E+11,115938,0.8260019469599028,0.7194860659638959,0
365,2.7053E+11,0,0.5459249605960549,0.18557794076799639,0.056776556
366,2.7053E+11,78173,0.73938506,0.46344485175409106,0.019417475518689584
367,2.7053E+11,60523,0.8174366556077746,0.4285714234693878,0.012195121816018605
368,2.7053E+11,97639,0.7519999899733335,0.34668988943048973,0.011532125015945223
369,2.7053E+11,205403,0.3162450045522969,0.682170535,0.007804878
370,2.7053E+11,250001,0.5330188637341284,0.5925233589483798,0
371,2.7053E+11,131923,0.5834645623349247,0.717612799,0.013698629949333838
372,2.7053E+11,77569,0.8002571761669216,0.503950336,0.006372809
373,2.70191E+11,122625,0.6832757736394881,0.6879643336703988,0.009887006
374,2.7053E+11,249957,0.7559342619845754,0.8096405162611069,0.013783597423958667
375,2.70191E+11,94219,0.8857142784839651,0.4931255683489866,0.004048583
376,2.70191E+11,141979,0.8849206278974554,0.6777629736649404,0
377,2.7053E+11,166000,0.8512585747424976,0.6923937282730008,0.007360673
378,2.70191E+11,249306,0.880046126,0.906412463,0
379,2.70191E+11,158125,0.9153374120817496,0.4537177472880463,0.097165991
380,2.7086E+11,103750,0.9604352031608784,0.1376248597377929,0.00502008
381,2.70191E+11,101161,0.859999991,0.6286919698588193,0
382,2.70191E+11,105000,0.9421397277058982,0.2052785893654166,0.006613757
383,2.70191E+11,67772,0.9191994001541928,0.5498676032668349,0.025726141
384,2.70191E+11,145000,0.9350993253629228,0.45790553474526624,0.01618705
385,2.70191E+11,68583,0.8983050794955869,0.46096345132090155,0.020803443179315328
386,2.70191E+11,0,0.9410939559453864,0.12341771956617532,0.020123838697773396
387,2.70191E+11,173108,0.9491740727498471,0.5015220661984622,0.025693035661304695
