CBG_ID_v,Income_v,Wp_v,Pbb_v,Upp_v
G12008600115004,69424.6023178808,0.3585505360486028,0.2256114487383826,0.0157969385850725
G12008600114051,63943.72282363554,0.3055297084417857,0.2186809262507134,0.0238621468149519
G12008600114111,76316.1874820557,0.3385291810356918,0.2936435796681969,0.0229858858028375
G12008600114093,74694.9417133669,0.3196118232381196,0.2919763786223095,0.0256390994802435
G12008600114052,60691.924895688455,0.2962553062392667,0.1910286878366503,0.0204665774885352
G12008600114102,77861.8200475535,0.317517241996457,0.3107708999280514,0.0285279666364737
G12008600114112,74417.11511164965,0.3168052536159479,0.2684509541137398,0.0339949203585137
G12008600114101,76067.3519256308,0.3193212455266004,0.300849156792112,0.0233064828107774
G12008600113022,50807.09509899384,0.2633833021430642,0.1660539557468537,0.0272720591097791
G12008600113013,61151.63938053097,0.3014758770362164,0.1969190694200444,0.0243763071459833
G12008600114091,67754.91084110389,0.3088380627601855,0.2428834359765027,0.0266553767815932
G12008600114092,64262.32297273832,0.3142760192474577,0.2385817228038905,0.0306284039064981
G12008600113012,57248.783287188526,0.2861663040732943,0.2017844672587696,0.0222106210661809
G12008600112051,65218.490826907735,0.3167489656897418,0.2082585958413794,0.0232574413880267
G12008600113023,54483.44749596123,0.283671865263067,0.1890082016006366,0.0225292150954222
G12008600111032,60238.261734535285,0.3003462993921383,0.2279964139681517,0.0295951442176878
G12008600110101,66093.5197662427,0.2857578729269407,0.2494127817508239,0.0263212212609519
G12008600110142,70546.74761851395,0.3103449478306462,0.2825149759879742,0.030436052509787
G12008600110151,73830.41645751166,0.2919352547804645,0.3165441769211674,0.0286707118686458
G12008600113011,63674.04585201794,0.311036371067854,0.2176928492189712,0.0248151463443139
G12008600111043,65521.31914358387,0.3114162973559687,0.234451843846966,0.0252785641651123
G12008600110152,73000.75187566988,0.3071638475821259,0.2912101661110373,0.0326886889273214
G12008600110153,78288.33317120622,0.3014046068796573,0.2992834673573534,0.0302275060138553
G12008600115001,75810.18071895425,0.3464260381710236,0.2706573650833574,0.0158930734584132
G12008600110102,68892.61737542956,0.3105130737102816,0.2616569045668297,0.0294886104520556
G12008600112052,64194.54792225201,0.3207617628411892,0.207125681663337,0.0181369079887817
G12008600113021,62859.32608317383,0.3178237920401601,0.1918978580230907,0.0244370091959648
G12008600111031,63048.88678192973,0.3062919787385201,0.2349238732619344,0.0262513788135495
G12008600110103,63013.22042323533,0.3042017341968581,0.2465855589511038,0.0305400853175994
G12008600110141,72561.39422894985,0.3073096581347936,0.289086055144479,0.0309296459359519
G12008600110082,72232.6692512721,0.2772917085722167,0.2875352599635121,0.0376990225072856
G12008600110121,67009.14162255591,0.3036618769881238,0.2389594369854847,0.0286378999245072
G12008600111044,67887.0413276928,0.3391260161728818,0.2212991661272527,0.0188800875684934
G12008600110093,73447.8824713222,0.2832275481553667,0.2872033159695324,0.0322686915132681
G12008600110111,65621.6040974841,0.3169978597325659,0.2327644568137695,0.0289456421531944
G12008600110091,75539.85137813007,0.2855121084319422,0.3049084541934014,0.0336121175460575
G12008600111062,67465.29121637158,0.3404314395443572,0.2228020338088763,0.0250030914436284
G12008600110032,55807.50292751868,0.3095583556942049,0.1782158776660301,0.0280015296930374
G12008600110122,61912.65011142948,0.2991180046491366,0.2199611470853072,0.0257468348802453
G12008600110031,57211.4687593423,0.2978813387025705,0.1952167029711974,0.0259912184015712
G12008600112041,72081.22984441301,0.3540497844674451,0.2329378373994885,0.0197467022755521
G12008600110131,62887.55048762191,0.2891434691126991,0.2207436519129174,0.0308754863150353
G12008600110081,69050.04717843886,0.285148927972278,0.2648483278024021,0.0362960501123561
G12008609807001,76637.24933127989,0.3039638648244474,0.289260110652574,0.0332828971493589
G12008600109003,62178.841431713656,0.3131280979325941,0.2012797306957392,0.0302003516935342
G12008600109004,65675.72914678373,0.3153961416351294,0.2085793705893276,0.0288025210046752
G12008600109001,59020.04338814426,0.2941412138162915,0.1927900884217074,0.028387125391519
G12008600110132,65540.20993589744,0.3031447904151487,0.2007782142472546,0.0309061686298301
G12008600112062,75281.4452181987,0.3498960603204143,0.2489104623233079,0.0219321509266514
G12008600107052,68582.07498168499,0.2789392198054468,0.2600479340749343,0.0366026811337798
G12008600108051,62107.2446913233,0.3021139012448668,0.2100478772199929,0.0323941710144822
G12008600111061,74337.54100209441,0.3421869346190748,0.2436391004020951,0.0261093373964994
G12008600109002,69424.74053796715,0.3149863149190698,0.237442299510154,0.0297273590170287
G12008600108061,71461.84978763977,0.2832927392247149,0.2772929656426506,0.0340328308720676
G12008600108052,64992.7713421726,0.2872224938938928,0.2501922726628939,0.0340047363259045
G12008600111051,76326.93228241563,0.352029646047735,0.2567447970956154,0.0212965535540489
G12008600111052,71562.14736454788,0.318527412925608,0.2566861563470404,0.0308299281720096
G12008600108062,72284.17653831393,0.2881703432851241,0.2742456086083272,0.0328624791689854
G12008600107051,69677.60016539178,0.2788361335680025,0.2676167253621292,0.0327488933479549
G12008600108042,63438.39535689536,0.2668436555556115,0.2636573794830379,0.036040051783641
G12008600108044,66475.12492811042,0.2908283386829916,0.2301011090690434,0.0339338971644119
G12008600107062,71234.75698467405,0.2716044134395938,0.2823031039857702,0.0349478093074014
G12008600108043,69552.98475201073,0.2546286530519433,0.2764730109357005,0.0376971595033746
G12008600107081,69132.15879450123,0.2639782355168232,0.2459928552052442,0.0412459800101095
G12008600115002,80237.37134449145,0.3522799500984888,0.2756514941967493,0.024132815700676
G12008600108041,65454.22173258214,0.2688162158203782,0.248307869424915,0.0357419978635993
G12008600107071,67654.97180544106,0.2695501965233055,0.2528840719083733,0.0293925925446083
G12008600108031,63068.206314774645,0.2671458624442801,0.2365124186707157,0.0376262196772632
G12008600107082,66404.86368715084,0.2700746094384072,0.2334826610787576,0.040873738795384
G12008600107072,69740.10936170213,0.2643866273757749,0.2591159212264529,0.0369311023583183
G12008600103012,76316.88729874777,0.327983181054217,0.2544356697428991,0.0295093799513743
G12008600103033,68009.2741652021,0.3496192437090293,0.2408981486710516,0.0192897785706991
G12008600107083,68396.27897473997,0.2722134682385234,0.250641023983222,0.0344732808989519
G12008600108032,62729.09776704889,0.2585360449137191,0.2109473245178481,0.0463562730040646
G12008600107102,67121.36724537038,0.26674638625336,0.2357891784295943,0.0306728543997485
G12008600107101,69976.31839622642,0.2791642926077671,0.2600974032030463,0.0307347489395622
G12008600107091,75280.96345316878,0.2769161832092867,0.2829565692706726,0.0315807898682728
G12008600103032,75432.78634825362,0.3365008125033185,0.2564485350638886,0.0265705639964195
G12008600106212,79029.48865318204,0.2616397471545129,0.2992592671251586,0.0287149373623703
G12008600104003,72447.95820856086,0.2944780671907243,0.2656618978518273,0.0275504874515221
G12008600105021,70061.12296262603,0.2747085839267272,0.2624607930007859,0.0312020021735401
G12008600105022,76089.74315948601,0.2690424661268841,0.3007546857062978,0.0277229885397813
G12008600105023,76040.16050275794,0.2641532338255565,0.2633454113595436,0.0327422785373966
G12008600106211,77037.63445333333,0.2588953934980186,0.2817246811171946,0.0329268155763739
G12008600106262,74665.0342765461,0.2847051708796554,0.3076303568786713,0.0274401760832031
G12008600103011,78187.96033894316,0.3102181628842606,0.2845032624519016,0.0252421820803152
G12008600103031,76783.9245711045,0.3427314349993413,0.2570019540098553,0.0212393581376174
G12008600105013,73338.40713120485,0.2629095983217482,0.2810989232869051,0.0334635426762003
G12008600106223,70172.30144975838,0.2443776034494766,0.2360949195236223,0.0361552489582169
G12008600104001,73070.41457889126,0.267836498821042,0.2581568257920875,0.032195827842276
G12008600114123,81937.1691568555,0.3592449156195114,0.3245804212801045,0.0247835103660813
G12008600114071,50477.13625,0.3132712606429387,0.1718098387647045,0.0226504570656679
G12008600114072,74679.68273905996,0.3304958905375912,0.2755725699775254,0.0243329869412109
G12008600114063,62032.196522655424,0.2914473246763733,0.2040423340301847,0.022015189499786
G12008600114061,61171.91435686444,0.2976120610900037,0.2053101569078516,0.0226640778134585
G12008600114062,57698.926195899774,0.3214756457500715,0.1637634064832696,0.021022952472201
G12008600114121,67475.81208053691,0.2679014474864619,0.2623112416183241,0.026690333810931
G12008600114122,66179.86080246913,0.2737315208279119,0.2359198278737064,0.0277127970216811
G12008709727003,65052.0,0.39011295069716,0.2943040894822902,0.0153188360225289
G12008609812001,87084.48297297297,0.3062710343487775,0.3078913527992285,0.0226619500480317
G12008609806001,86507.72730080296,0.3252747085366926,0.3485707964879171,0.0291125649991694
G12008600106252,81795.518767507,0.3119540099961225,0.3254185574379999,0.0257375341792361
G12008600106251,80654.53901373284,0.319134774954621,0.3808331367834522,0.0273961314349363
G12008600106182,86651.24123512383,0.3269850248984799,0.3791355801516374,0.0244723961914628
G12008600106183,86895.51748392283,0.3195371438524939,0.3696274818538919,0.0252400109094629
G12008600106133,81024.30927141175,0.3276656920589348,0.3303563043208123,0.0276161470371457
G12008600106202,76508.8430757883,0.3222689059073748,0.3508026169073441,0.0287740450228587
G12008600106132,80571.39019732655,0.3347667429532981,0.3042965688846803,0.0277520217183339
G12008600107061,73026.1598211791,0.3065176278517483,0.2893847240849682,0.0297591976448819
G12008600111042,65080.11133879781,0.3150841734016376,0.2162741423390263,0.022191080924278
G12008600112033,51034.61359773371,0.3241090393346237,0.1361299534190445,0.0143217477862795
G12008600112032,66411.62792207793,0.3277026808104014,0.2168569324894567,0.021943598549397
G12008600112061,68438.75720164609,0.3282246912044052,0.2296054375101327,0.0233393128665462
G12008600112031,62989.316,0.345893487257042,0.1634511577788743,0.0214040331919523
G12008600111041,62691.47289334119,0.3182867832168051,0.2159343522077627,0.0210950665492886
G12008600110092,73854.72863633875,0.3064833669067336,0.2896762792902363,0.0308298606684698
G12008600110112,65730.9176453379,0.3219607741061184,0.221364053246828,0.0270408351279991
G12008600110033,68508.87526337968,0.3091858768416627,0.2442862306490365,0.0295826514564924
G12008609801001,80130.5900621118,0.3213768441384248,0.3308553012938109,0.0224248542665704
G12008600046021,126090.76419333626,0.3865014148284946,0.5453347403122869,0.0214802798368775
G12008600046073,96774.20564373898,0.3932482429667439,0.6086903948087428,0.022796567162694
G12008600046072,150291.9860200961,0.4083337361600018,0.6432619225555195,0.0205062098936761
G12008600046081,132348.68088786394,0.4082651917222681,0.6053593010669164,0.0189731808909136
G12008600046071,124992.11948505628,0.4026356864645,0.5982105716217694,0.0216501848714576
G12008600046023,135878.0719785265,0.4018421498298593,0.6467762845822256,0.0212793742220819
G12008600046022,149978.08162093905,0.4099968908232008,0.6563700424580116,0.0192048273583219
G12008600046052,120212.70946731798,0.4175978422368373,0.6623733156448534,0.0233342796755888
G12008600046053,160202.42842599843,0.3972088207765118,0.6762097864150787,0.0175301775017047
G12008600105012,68876.32852590978,0.2509022511510688,0.240002439257455,0.0319719465810592
G12008600104002,64320.1589495508,0.2520330132746435,0.2575407079516833,0.0300367115204423
G12008600106221,68627.07907640189,0.2493579021086758,0.2535098694630368,0.0331987077422649
G12008600106181,72245.54706207405,0.306222590365333,0.3031470223357242,0.0380088675879986
G12008600106092,71137.03516601214,0.2799808963669931,0.2545841820651031,0.0343381490207398
G12008600106261,68621.54288939052,0.2621951275286702,0.261325311235107,0.0345386397699386
G12008600105014,68592.58107317073,0.2561254627727533,0.2450609777547249,0.0371273994950823
G12008600106094,77408.49265047192,0.302364238130242,0.3059857225247981,0.0324100398266164
G12008600106201,84104.46324655437,0.3138686214978849,0.3520407906807388,0.0253384222810241
G12008600106222,72287.63298934753,0.273800774218553,0.2743540909539754,0.0322160526749476
G12008600106093,65830.41694811176,0.2793024509786928,0.2502348105721569,0.0276187853208269
G12008600102012,71342.81263157894,0.2736543450946258,0.267997148790592,0.0320515391968281
G12008600102131,62892.23246878002,0.2623002136758436,0.2342608360205005,0.0345907771432146
G12008600102093,66415.57752489332,0.2617149045313536,0.2716789181688255,0.0313375776988258
G12008600105011,70061.8622708228,0.2631710079484077,0.2556856147381476,0.0330896159713427
G12008600106082,67961.61276391555,0.3044821216757715,0.2446028362937275,0.0288765479604864
G12008600102094,70004.13076199435,0.2664252705038347,0.2538081267833427,0.0316020657385875
G12008600106091,74066.16028079245,0.2835377449415502,0.2810039395434544,0.0309144217797883
G12008600106083,76966.2725250278,0.3202248276905036,0.3227290700307494,0.0287532740213902
G12008600102141,68692.87267100767,0.2719864842309991,0.2581940537485954,0.0319707768681958
G12008600106191,79354.74446925106,0.3279819990274288,0.3099095321539056,0.0227242367415385
G12008600106134,72042.21447484555,0.329485002725279,0.3237676000711753,0.0209420644617083
G12008600106192,79056.57728647893,0.3334611474633918,0.3377275810454875,0.0275227767686577
G12008600106085,78778.92473211199,0.3371010029481074,0.3230298199945852,0.0294182543631114
G12008600106103,84161.57087462301,0.3548250586810611,0.3468655725276011,0.0273868924071454
G12008600106084,80692.38702359346,0.3521030517188345,0.3066621673093082,0.036659853889697
G12008600106042,83884.30042068794,0.3569586712414906,0.3470483756743408,0.0235984372373962
G12008600106131,90941.3552735924,0.3779339312777059,0.4076409265779342,0.0242708859018221
G12008600106101,85607.95370543214,0.3651808964998643,0.384388110469087,0.0239937981089547
G12008600106041,86821.21103286385,0.3821469794401973,0.3572737884078775,0.0353823793279405
G12008600103022,65723.20834257822,0.3129164928784003,0.2420821596672885,0.0278551219381149
G12008600102083,55724.28926223521,0.2482212685457007,0.223634830100839,0.0441771907067963
G12008600102081,62103.24709846499,0.268555610345672,0.2253964542283247,0.0343205914896271
G12008600102054,63811.543276908335,0.2629155283155976,0.2250844052905735,0.0301778307566322
G12008600102112,62882.068823831534,0.2719562189347642,0.2278325046703208,0.0322096950003739
G12008600102121,81704.36838594932,0.2756306329109922,0.2556794034240384,0.0291072529332918
G12008600102013,76812.37579470582,0.2720513507803195,0.268830118870982,0.0322286064540464
G12008600106232,72082.63898104931,0.2896464549827751,0.2694478408478696,0.0312818410101637
G12008600102113,70909.95694756172,0.2678209317391968,0.2342122157986146,0.0333492399116013
G12008600106242,79793.83351044987,0.3504411434376216,0.3214323993787836,0.0313446439351207
G12008600102051,69513.78793711902,0.2789054626886336,0.2536121099275029,0.0306454891629048
G12008600199011,80367.6267881159,0.2877604649999917,0.2937036551871371,0.0247319954581515
G12008600198021,80126.09179956286,0.2966875923614083,0.3111508340514355,0.026164634546901
G12008600199012,80655.8545864904,0.2875801853716779,0.2873425141941892,0.0270306461824509
G12008600202002,75064.63231693745,0.2833685403138342,0.2738513786521329,0.0282902039569987
G12008600083092,77193.60669474618,0.2994857452299114,0.2937852178332239,0.033090280809327
G12008600203002,72288.35831114493,0.288804967105955,0.2616527929145666,0.0258120133836237
G12008600083083,76727.7546339203,0.2727015461278326,0.268261744614598,0.0314329802934918
G12008600199023,69136.48692449355,0.3008368327419953,0.2927513433341251,0.0249847641413952
G12008600082082,86566.99679648358,0.3387174811106636,0.3328049115120962,0.0304109705433192
G12008600106043,95868.39914482246,0.3877297288952263,0.392616833642519,0.0338763646858508
G12008600106102,95366.72237106496,0.398372449363924,0.377944264116513,0.0329855568293008
G12008600082083,97774.10758807589,0.4007049707712046,0.3836979430216952,0.0257072019730784
G12008600082091,116705.48120089786,0.3967871559118317,0.4491860024575795,0.0228580251331712
G12008600082092,120088.82593856656,0.4196159085639371,0.4671890735407685,0.0293324524865184
G12008600082094,122702.53357626236,0.4258653001304263,0.4672269359281051,0.0291088797731089
G12008600082024,139498.26288862652,0.4576590736136407,0.5260625549288173,0.0201766614364087
G12008600082093,107837.9121190645,0.3928255187506421,0.443209103738328,0.0268259221998757
G12008600082023,139303.14801444043,0.457349490590214,0.4972472682883185,0.0203604121610144
G12008600082072,129450.82482051282,0.4174625426537037,0.4918623535189001,0.0220672821905525
G12008600203003,74268.24308815858,0.2892739811762811,0.2878739026780857,0.0213014454819535
G12008600083091,77629.55190264281,0.2827427615178131,0.2893810103673718,0.0345446258072905
G12008600083082,68991.25961804595,0.2684107431471438,0.2615013040278178,0.0271496602786556
G12008600200012,86208.06434717546,0.2909757871536079,0.3108810674739451,0.0207927729727863
G12008600083093,67685.99858557284,0.2326874964409805,0.2412658621894908,0.0356466872244498
G12008600202004,83605.62108749534,0.307849183566185,0.3351141539205902,0.0256703175492234
G12008600199022,79688.01515151515,0.2870528013249842,0.303676183983567,0.0286727873633287
G12008600200022,85664.98573092604,0.3023518573439679,0.3344796031484085,0.0250606048570136
G12008600200023,86187.315943572,0.2972271757314305,0.294309266016375,0.0259182918181162
G12008600201002,93792.76887740454,0.2935661423231128,0.3158555489215884,0.0233861188460338
G12008600082081,93594.5916981132,0.3406439005879679,0.3711896211903284,0.0277652951764537
G12008600083152,79749.82494588745,0.250781458220075,0.2810596974500556,0.0325866478451502
G12008600083112,74727.79988262912,0.2552183331728647,0.271636801987519,0.0312259377014698
G12008600083111,80580.73327819705,0.2747767936006515,0.3166023547085581,0.034515386687918
G12008600197001,87996.35522774843,0.3019269685070516,0.3261855349949962,0.0232728762521055
G12008600083141,76093.03850509626,0.2662406577695892,0.2716514607417254,0.027286809220684
G12008600197003,80667.3563821809,0.2984975535981912,0.3202681604622531,0.026125023154767
G12008600197002,92508.50666024716,0.3082975693608006,0.3164729499028184,0.0244740136786067
G12008600200021,88142.003257329,0.298160642504039,0.3231994848837767,0.0237670525887433
G12008600202001,84352.21938209287,0.2958242761626808,0.3177007900018439,0.023066415329458
G12008600200024,91852.95462555066,0.2975845365960162,0.2898200490367905,0.0323908480186505
G12008600201003,86336.1793275218,0.3031016696524379,0.3329727312861159,0.0259970405210116
G12008600201001,89285.9021223306,0.2959285621488493,0.3156391038589619,0.024572320432876
G12008600083101,81073.07995365006,0.2569101574315485,0.2866343888591008,0.0320074823660297
G12008600083102,97935.45863085998,0.3377098315880998,0.3919394894629991,0.026331005570325
G12008600083143,77486.72119053676,0.2559280798389567,0.2679767692641029,0.0282081645279052
G12008600083151,77388.79252259654,0.2672110790145895,0.2950976516561792,0.0263205980287539
G12008600083103,67070.38563049854,0.2624805610820157,0.2984246202091763,0.0280009950964974
G12008600083142,80732.02295552367,0.2773845107437934,0.3022285180826169,0.0258915384223083
G12008600101982,91452.4957670166,0.3186472960388159,0.3207102790341766,0.0267208855620121
G12008600082071,141028.8062148657,0.4454613054529306,0.5317113791056342,0.02464519902151
G12008600082073,122161.46216027877,0.4128186563239824,0.4796478380123954,0.0224701554260239
G12008600082021,103101.85459575776,0.3598880165931284,0.416091877841943,0.0268140783181736
G12008600082022,125869.5904340836,0.4313886802656619,0.5055693654313943,0.0249287429324468
G12008600082063,114104.92616777112,0.3918977600662079,0.4633947522727957,0.0251436229555606
G12008600082064,134203.1784119898,0.4426166308815329,0.5175069149766282,0.0222011388419271
G12008600082053,129873.19050480767,0.4332988289435138,0.5331459420140229,0.025275844078564
G12008600082051,128220.2714559105,0.4252664091397469,0.5148887985902032,0.0257972186344602
G12008600082054,141202.08425038456,0.4487683085863115,0.5485279223864126,0.0231493321975711
G12008600082061,116666.2014883572,0.4091899789014978,0.4869855936262436,0.02685396667972
G12008600196002,95688.799847793,0.2984989685546196,0.3213843484448851,0.0207137016204811
G12008600195011,90228.65181900637,0.3032330364914559,0.3407434973668485,0.0259041851075273
G12008600196004,98632.6062532774,0.3040143181734672,0.3468386249880908,0.0246385325244506
G12008600195013,95832.53277990634,0.3162846716700469,0.3506833663490762,0.028015766596339
G12008600194011,90257.06249289852,0.305083259080871,0.3452576990823838,0.0246580274382007
G12008600083132,71743.66737468139,0.2512604087614318,0.2599729973218526,0.0262687922748287
G12008600083123,82005.11323482172,0.2788513340217231,0.3078753260011793,0.026142420711275
G12008600193021,79421.5873076923,0.2971400588707663,0.3335956950059844,0.0221910580547176
G12008600195012,87449.95873167623,0.3092278209124933,0.3400566234068116,0.0189498401883667
G12008600193022,78170.06347717323,0.2846506706064508,0.307788625443303,0.0205830837639585
G12008600083133,69561.73931623931,0.256000490005571,0.2647791672563828,0.0261991305754683
G12008600193023,84104.81370801276,0.3006606098144388,0.3317853981369862,0.0247508075469492
G12008600101981,89737.28132178831,0.3204429272874444,0.352376050147793,0.0217401742331171
G12008600083121,75624.72867420349,0.2492065639266543,0.2826600886972449,0.0237290901556791
G12008600195022,90882.35653235653,0.3093006611827183,0.3414958646032109,0.0204056684273497
G12008600083131,78197.06420927467,0.2745642248596517,0.3102606496981918,0.0285139560920635
G12008600196001,97293.8364851958,0.3033360614123389,0.3487488885942434,0.02080870293449
G12008600196003,88998.76108778245,0.3019007035871827,0.3406237172811452,0.02321823326825
G12008600083054,94507.15076945152,0.3418935694905219,0.3944188459742828,0.0243741883528685
G12008600083122,86875.23800557354,0.2924993127948926,0.3284285366205681,0.0261380007158596
G12008600195021,83625.40514352513,0.2985316802942093,0.3290062453798624,0.0229652993692778
G12008600083051,119831.1053914103,0.3947862675181129,0.494467069396925,0.0332519700113136
G12008600194012,83318.28059673127,0.3051950240988351,0.3399828933991373,0.0270215605201154
G12008600083052,129363.48917849665,0.3928726886476756,0.5174725319826429,0.0317774103375257
G12008600193011,81360.7925967004,0.2980038915125889,0.3426862295690481,0.0254093314870411
G12008600194021,85500.81844411662,0.2999293678075593,0.3462836008114331,0.0229839880072212
G12008600084262,105238.51154463514,0.3355964500280604,0.4221940510374879,0.0208215062620441
G12008600084153,125958.32874162323,0.3816267300842705,0.4998572545326345,0.0256869269846499
G12008609802001,88898.73054139283,0.3010424029128309,0.3537810014494959,0.0217718442832606
G12008600084261,108952.2904874214,0.3551039639450156,0.45492312209845,0.0256962754707118
G12008600082062,120828.39819795587,0.4018745116757654,0.4875766320034035,0.0241296410848665
G12008600083053,93788.75229228384,0.3501238435006749,0.3963593692174953,0.0286587476712925
G12008600082052,146371.4841719427,0.4426771640332664,0.5850043962508352,0.019782876813207
G12008600081021,130065.48471283785,0.4296513872809376,0.5456384810480245,0.0265172383610938
G12008600084091,111294.50255344831,0.3741127080810874,0.4600736818900988,0.0250349491978007
G12008600080001,136861.49364299033,0.4295095057519633,0.5691438605207566,0.0245014231165376
G12008600081011,146893.13803753862,0.457352390030099,0.6007821824047321,0.0250370478709897
G12008600081024,122718.42809139784,0.4061507898373027,0.4972783966813942,0.023750428420174
G12008600081013,141704.91838576586,0.4432507224561596,0.5672801310515838,0.0243779473131891
G12008600084093,111304.57812023192,0.3849082813592506,0.4461925503125107,0.0295954111970005
G12008600194022,88260.17854115975,0.3077837555331408,0.3612620372350463,0.0236596208309517
G12008600084154,123645.30546731316,0.3922624562212206,0.5020453098489452,0.0287823747548386
G12008600084152,109643.05391208184,0.3708198236619702,0.4745200597069464,0.0244865672513082
G12008600084151,118531.0102145046,0.3796073809395494,0.4928000953806562,0.0204960935625003
G12008600084272,102216.6193468118,0.3410244218669212,0.4255572604592206,0.0237832391892829
G12008600187003,81896.02193698949,0.2991141139582294,0.352345565536123,0.0231205810686146
G12008600101931,92882.28809725757,0.3027465052561243,0.35692163814369,0.023506202212966
G12008600188011,88202.23486694852,0.3000319184166259,0.3566024638717031,0.0214745848191166
G12008600189012,87992.6265257088,0.3084628110093712,0.3706120101917223,0.0187909652809995
G12008600189022,93324.6616362192,0.3242891203286908,0.390104368758433,0.0216619821791783
G12008600081023,135857.24772688284,0.4365993140085986,0.5591627935306722,0.026869297659076
G12008600084094,111410.87122813096,0.375980892046519,0.4611757375648208,0.0238123247776625
G12008600081022,134034.90358481195,0.4271640665526235,0.5493943415636764,0.0248590903304946
G12008600081012,162323.20019723865,0.4682402621038719,0.6311042383225297,0.0230438085397373
G12008600084092,106496.93172690764,0.3799778369938767,0.4710956944938565,0.0223694564297943
G12008600078063,162248.9044175444,0.4627769338197123,0.6210201294030471,0.0257358476107698
G12008600084292,124306.02541600182,0.3754307104360405,0.4898590070825181,0.023986414178382
G12008600078073,125637.76672710388,0.409455735138591,0.517657398722858,0.0234477773920246
G12008600078053,119127.15341638152,0.3819641577064375,0.4806798669988191,0.0213709103899249
G12008600078062,149481.9698345767,0.442023478593687,0.5928563786207759,0.0192447061334816
G12008600188012,83190.90349897636,0.2999440239233887,0.3512262361380489,0.0212207598368837
G12008600189021,86727.78763143996,0.3194866314500845,0.3695586229679237,0.0213792127713393
G12008600192003,85772.41031138336,0.3188490243288024,0.3783345496822719,0.0196960375971825
G12008600184003,86235.26266852627,0.2894539918393595,0.370358824915476,0.0232710928982518
G12008600184002,83345.01005562687,0.2854907537720977,0.3809443100039292,0.0227666181668523
G12008600084201,99541.57632933104,0.3322377875499652,0.4053662163692638,0.0223322024570211
G12008600185001,82261.36838646073,0.2955002192359451,0.3677452519432707,0.0196880466732879
G12008600084202,101645.72696656242,0.3562298249077072,0.4551828548303571,0.0214153682768885
G12008600084281,113508.13983050847,0.3634409119216834,0.4487904473727672,0.0238318923343407
G12008600084243,104237.67301378858,0.3564353753028099,0.4459192359673128,0.0212652344214477
G12008600187002,82202.3138981094,0.2888121505820002,0.3496210678489494,0.0184610177774199
G12008600084242,95707.1717574148,0.363359366676904,0.4055252489246478,0.0187094472310231
G12008600084241,88299.63254301122,0.3283181870828556,0.3961712800486579,0.0214077454540377
G12008600180021,87854.24897240165,0.2871141360799658,0.3681113187847307,0.0163391435538117
G12008600183003,79477.93449519231,0.2843101658578865,0.3697376748887619,0.0237976940547573
G12008600084282,105063.174383644,0.3541467746789928,0.423070672188332,0.0238931875000244
G12008600180022,100943.2599086758,0.2917438831833303,0.3895387211359097,0.0128439885971041
G12008600180011,90884.05875527428,0.294674419553239,0.3745126972430335,0.0234754322548313
G12008600190001,89895.68161877604,0.3138401236973593,0.3803374222743659,0.0217176699407633
G12008600183001,87144.61107905366,0.2917271182072752,0.366058991778307,0.0201507479246196
G12008600080004,114140.80139925372,0.3870231113242017,0.4790886467892958,0.0221568505047647
G12008600078011,141732.2838956079,0.4252660422641965,0.5659967447520167,0.0199652120927637
G12008600084294,107983.83354051303,0.3634234321851639,0.4529321239927301,0.0223444969271823
G12008600078092,112525.5402428505,0.3710920767730283,0.468035484980956,0.023260797071251
G12008600078072,132521.7779391892,0.4218394018112632,0.5584089603844236,0.0233072192455218
G12008600078052,103470.99460050138,0.348006095841592,0.4426149781764436,0.0213594649403081
G12008600078054,111573.58744680852,0.3671426870356412,0.4962961272966649,0.0190081446008207
G12008600078061,133633.86163895487,0.4142966349941251,0.546113817665524,0.022990771662011
G12008600078091,102989.50044017608,0.3670598770858323,0.466596879338687,0.0229018848561482
G12008600084293,95214.32468711866,0.329959020538834,0.4039895073665837,0.0245378985919591
G12008600186012,80278.16075586602,0.2864194999983759,0.3407890244805981,0.0201403000173193
G12008600181002,83722.17278189036,0.2893498357854325,0.3648221213011238,0.0223108442017271
G12008600188031,80371.87021679895,0.3011692671049655,0.3513589878939689,0.0217022356266074
G12008600186013,77575.51154672395,0.2860148610368941,0.3167167289271662,0.0176600958533456
G12008600191001,89794.02794765569,0.3193442262855035,0.3797369937891315,0.0199488071392886
G12008600183004,80908.72632207947,0.2783627963023156,0.3529917668321066,0.0236030689910649
G12008600084211,95848.3328603284,0.3288020118914755,0.3813507353847373,0.0218916555225579
G12008600190005,81530.02032043767,0.3156268853895469,0.3624395540432154,0.0209263216194775
G12008600186011,70798.63762626263,0.2890722691701621,0.3397460959621225,0.017186064855088
G12008600084163,108132.58216413608,0.3651520287807316,0.4457684014525171,0.0200064059973647
G12008600190004,76718.83608058609,0.324813572712085,0.3863214077944227,0.0225482543551592
G12008600180032,87009.95838954768,0.2961623930926506,0.3631846774472854,0.0196676300632814
G12008600084213,88530.01651176588,0.3187618276226194,0.3714522938225383,0.0234498601064834
