,GEOID,r_income,r_pbb,r_upr,r_wr
0,5.3042E+11,95469,0.3550135405145382,0.047034764,0.8659003720830093
1,5.3042E+11,58102,0.26160337000836775,0.005976095,0.8793774205009414
2,5.30531E+11,0,0,0.9999991666673611,0.39285700255107053
3,5.30531E+11,109125,0.28829685739013455,0.06760316,0.9000998911078932
4,5.3033E+11,130506,0.36043587292174456,0,0.8523621991314817
5,5.3033E+11,172109,0.45193928411569506,0.015027322199080298,0.8343313289986893
6,5.3033E+11,170515,0.4150485336153269,0,0.8909090813806516
7,5.30531E+11,101964,0.33534136209496623,0.009182736,0.8498322076356358
8,5.30531E+11,78388,0.26070991112962166,0,0.8559639845764142
9,5.30531E+11,109091,0.2292682898869721,0.009205984,0.839189184
10,5.30531E+11,113882,0.18997106856344195,0.024744027092627754,0.8982434833540673
11,5.30531E+11,108667,0.3056234693918218,0.008817046,0.8662990980958022
12,5.30531E+11,117963,0.2577114402217767,0.006235386,0.8641975255296449
13,5.30531E+11,130000,0.2752639496586429,0.044359949,0.7736932752803373
14,5.30531E+11,147500,0.12240868585973656,0.1117166202387228,0.7972079294841445
15,5.30531E+11,108750,0.18867924290969507,0.012557077482225143,0.7848605515150554
16,5.30531E+11,124667,0.3104956222959822,0.009708738,0.6740924036791056
17,5.30531E+11,147563,0.5422594096882057,0.033700583,0.7182182146235324
18,5.30531E+11,0,0.13183730530382462,0.059322033180120665,0.7427626075867444
19,5.30531E+11,131786,0.39603959742508915,0,0.7794117589749135
20,5.30531E+11,138889,0.24751066680291134,0.014129737,0.7789072377451891
21,5.30531E+11,94183,0.35443037226940144,0.027322403873908857,0.8327137469078648
22,5.30531E+11,131488,0.5445724665113024,0.030504714280352983,0.7710314538623959
23,5.30531E+11,147625,0.6107226036046317,0.051454138,0.7520299765644599
24,5.30531E+11,103646,0.3947198944319389,0.010651629005942175,0.7873641250858415
25,5.30531E+11,107794,0.19330854659277796,0.021341463089306966,0.7988313789746964
26,5.30531E+11,143151,0.4526315736534319,0,0.8116438300572341
27,5.30531E+11,80272,0.17050691131990184,0.024691358,0.632020654
28,5.30531E+11,112083,0.050955413,0.12658227702436967,0.7838939777380838
29,5.30531E+11,105667,0.26868686597285996,0.026079869388102125,0.6786619326981149
30,5.30531E+11,157228,0.4865238390703259,0,0.7494802455848221
31,5.30531E+11,83056,0.3511326832432631,0.095206828,0.7676975892254462
32,5.30531E+11,111135,0.1273516624116981,0.026854219605444762,0.7803108727428926
33,5.30531E+11,96012,0.41598694264295366,0.038067349369438515,0.786163514
34,5.30531E+11,131500,0.345120221,0.055066078688699574,0.8425063434165424
35,5.30531E+11,118676,0.22530328898954438,0.015098722,0.7452830138458018
36,5.3038E+11,112803,0.4017996854389683,0.034816247,0.9143054564122133
37,5.3077E+11,83929,0.16539439782711457,0.11848340951461116,0.9255498997368884
38,5.3038E+11,44085,0.13679890373736112,0,0.8573333219022224
39,5.30611E+11,64750,0.2110609456990864,0.078556262,0.8298642458835815
40,5.30611E+11,51528,0.19768283709136253,0.067524115,0.851985555
41,5.3058E+11,75303,0.079470197,0.031315239,0.730711033
42,5.3033E+11,96574,0.3716475048320881,0.041570438,0.8487530100663475
43,5.3033E+11,146319,0.35596507899160934,0.013850415384576036,0.8561702054794025
44,5.3033E+11,174006,0.4729626772813201,0.011173184279516869,0.8330569329294808
45,5.3033E+11,230714,0.6354890398958363,0.015616866,0.7860426210361778
46,5.3033E+11,78274,0.6184501799376371,0.012445551,0.8731208606547152
47,5.3033E+11,128384,0.45446008962948276,0,0.8049465946883272
48,5.3033E+11,166680,0.47468353929658713,0.034830430478181205,0.9017421539948283
49,5.3033E+11,0,0.5130168374729428,0,0.8672350686085862
50,5.3033E+11,72566,0.3142857053061227,0.050279328,0.7928348786162792
51,5.3033E+11,164655,0.4316702773137714,0.005923001,0.8473867536767474
52,5.30531E+11,94429,0.1682176079583564,0.03030303,0.8504514624692355
53,5.30531E+11,80625,0.24629079875083285,0.055973266,0.854241333
54,5.30531E+11,105313,0.1317829440338121,0.11282660198543229,0.8299492315571131
55,5.30531E+11,108927,0.10796221176839121,0.12679425685652804,0.8271718962368586
56,5.30531E+11,129605,0.2246740198126979,0.011680143650672565,0.8340807112550022
57,5.3042E+11,66458,0.1522633729191011,0.052165354,0.8864817947445252
58,5.30531E+11,100083,0.11944091334890834,0.024338624081072763,0.8171701047919706
59,5.30531E+11,135855,0.18757061934948452,0.067628494,0.8664259865240002
60,5.30531E+11,104432,0.2323064093896219,0.011552346486986668,0.8951999928384001
61,5.30531E+11,117571,0.22727272394028264,0.013227513052546123,0.8671766281837509
62,5.30531E+11,114625,0.14811407407438754,0.043215211,0.8336065505442086
63,5.30531E+11,112273,0.3879120836493178,0.014822134240888001,0.8278750888966101
64,5.30531E+11,82083,0.1917973438866424,0.021834061,0.803999995
65,5.30531E+11,94948,0.1860662685975678,0.055674518,0.801837265
66,5.30531E+11,109338,0.15349886959933556,0.028368794,0.7932692260019878
67,5.3067E+11,97766,0.2645259898390522,0.016691957258088662,0.7982119949142785
68,5.30531E+11,112130,0.250266238,0.010647737261333298,0.8590277718123072
69,5.30531E+11,118750,0.2854851621051711,0.1332020988635033,0.8016169104377058
70,5.30531E+11,128542,0.1115173664395122,0.065393093,0.8442681986714622
71,5.30531E+11,106250,0.1349693230832926,0,0.8034602020521785
72,5.30531E+11,158771,0.33599290482275795,0.058869093,0.830484325
73,5.30531E+11,127019,0.1412066734119811,0.05724299,0.8543833517504952
74,5.30531E+11,79226,0.043312101,0.017010935394763848,0.82550335
75,5.30531E+11,57468,0.11187607380591956,0.049327354,0.7816635086799291
76,5.3067E+11,128618,0.3818849402462064,0.013483145915919708,0.8041389445370366
77,5.30531E+11,118233,0.232731135,0.024975025,0.8454619718277844
78,5.3067E+11,86458,0.2036163506005004,0.095906432,0.7535971195913772
79,5.30531E+11,74651,0.24535315757106732,0,0.8694390631582296
80,5.30531E+11,89205,0.349705298,0.069090908,0.7527733696293711
81,5.3067E+11,68899,0.1300345209432161,0.015477213968381651,0.7962382403540322
82,5.3067E+11,69671,0.011331444598704752,0.026912180921923785,0.8113425832020534
83,5.30531E+11,117438,0.22657580726937132,0.021551723983105432,0.8310412519250737
84,5.30531E+11,75357,0.15986769393751166,0.026418786434258452,0.790750563
85,5.3067E+11,82750,0.18124999622395843,0.033834586,0.4457295334009828
86,5.30531E+11,0,0.093333321,0,0.5015576167739061
87,5.30531E+11,76286,0.2612942581038552,0,0.8424999929791668
88,5.30531E+11,75750,0.1276948569204833,0,0.7728459429132384
89,5.30531E+11,130438,0.1257928111744566,0.010067114045699356,0.7543352564820074
90,5.30531E+11,156389,0.2447679686554325,0,0.7368692032087065
91,5.30531E+11,57396,0.098176717,0.006587615,0.6711840180372038
92,5.30531E+11,111003,0.086956521,0.033105623,0.7469879475215838
93,5.30531E+11,97526,0.14826498188856496,0.032061068,0.7135922272363089
94,5.30531E+11,146719,0.15697674190440783,0.096194502,0.8111480797741425
95,5.30531E+11,112692,0.198486121,0.030476190282690857,0.630599582
96,5.30531E+11,77355,0.1212343855897547,0.046113306679095474,0.6860090220115472
97,5.30531E+11,103750,0.14696813826343127,0.022988505526930023,0.7092457377783106
98,5.30531E+11,87328,0.17135862703355415,0.001182033,0.7403156331397731
99,5.30531E+11,92401,0.1784232346636594,0.017241379,0.7136690596138917
100,5.30531E+11,94483,0.21166791165543822,0.011432414180010664,0.6132988985584319
101,5.30531E+11,83508,0.069602272,0.096878363,0.49646892304753587
102,5.30531E+11,95774,0.36644165509699467,0.021853146662122843,0.5855790197699998
103,5.30531E+11,45568,0.093979441,0.041871921,0.52611534
104,5.30531E+11,108979,0.20863007872379521,0.001683502,0.4214070108627653
105,5.30531E+11,94474,0.089962825,0.057667933728340094,0.5409556283222092
106,5.30531E+11,195026,0.1670702158950337,0.029726516,0.5716523056252756
107,5.30531E+11,127031,0.327077744,0.026481714672361732,0.5573095363259469
108,5.30531E+11,113194,0.22391304104442347,0.047283701737588515,0.6685796221766168
109,5.30531E+11,101136,0.2440677952312554,0.068893528,0.6354119224605738
110,5.30531E+11,104451,0.21735604041073772,0.031946508,0.615255184
111,5.30531E+11,155583,0.11913357293200746,0.024937655704877458,0.6291338533139067
112,5.30531E+11,86667,0.16715116,0.009803921,0.6608040145661306
113,5.30531E+11,64628,0.2402234603320746,0,0.6957649032345298
114,5.30531E+11,0,0.12254901660419078,0,0.5885262058503837
115,5.30531E+11,166149,0.18578352030869533,0.063106796,0.54287217
116,5.30531E+11,100047,0.047404062135348486,0,0.6834966037415479
117,5.3067E+11,52566,0.1788170539364917,0.1068883597756727,0.7393320896165855
118,5.30531E+11,69472,0.2631578920733007,0.024227234551150924,0.7938741656136244
119,5.30531E+11,107273,0.2526595711082504,0,0.8590941706750959
120,5.30531E+11,68697,0.23203026189116946,0.009045226,0.75662251
121,5.30531E+11,106481,0.18190386256452534,0.012237762130788792,0.7878989309315231
122,5.30531E+11,101875,0.3069224328029822,0.015416958546482422,0.8204697940689609
123,5.30531E+11,157721,0.47576301331081383,0.032363977334127686,0.6192324251003345
124,5.30531E+11,124271,0.1936339496865524,0.077679449,0.8474025905243296
125,5.30531E+11,104375,0.16811279644129287,0.031441048,0.7825552777484319
126,5.30531E+11,102469,0.40217390867202274,0,0.7094712335300917
127,5.30531E+11,122788,0.18020304454185887,0.039021549,0.7788995417521477
128,5.30531E+11,60882,0.15781710681685684,0.089965397,0.49564050640080143
129,5.30531E+11,146905,0.30364371854972233,0,0.5741737081154981
130,5.30531E+11,103585,0.33377571112292165,0.07763769,0.5635052658707418
131,5.30531E+11,113522,0.24396234038492695,0.010914051804522333,0.45673635175163657
132,5.30531E+11,109659,0.093749999,0.026563364545858524,0.5217391284792386
133,5.30531E+11,117900,0.1913580207539502,0.050736497,0.47342599776430094
134,5.30531E+11,96875,0.13300083014961903,0.057652711,0.5940119724909463
135,5.30531E+11,48173,0.14358451992276455,0,0.5185676358185171
