CBG_ID_v,Income_v,Wp_v,Pbb_v,Upp_v
G48032107302032,,,,
G48048107406001,,,,
G48048107405001,,,,
G48003906642003,103859.9977538185,0.4791603585327943,0.4185518710366765,0.0331189833231862
G48016707261021,115493.71958521078,0.5340091748854371,0.4917839410673875,0.033644943421909
G48016707261011,128717.95669631826,0.5745998727517461,0.5357865938549302,0.0300665471009623
G48003906617001,85898.9225954517,0.4749686836145634,0.3399790261108423,0.0330359318626071
G48016707236003,101895.32497978982,0.5885813997282457,0.4080357341700107,0.029394460783062
G48016707238002,99336.06336996338,0.5705159062807088,0.4295792802503118,0.0284390616788205
G48016707236002,94284.74474053296,0.5309514225459191,0.3283956021912871,0.0344052619300441
G48016707238003,82798.96445929527,0.4903447436849701,0.3145574631665653,0.0253043259866591
G48016707235052,86198.90773067332,0.5745744917697021,0.3080542900769923,0.0328032882987298
G48016707237002,81669.92425793245,0.5980108006893532,0.3207610410698026,0.0302319426092093
G48016707260001,99137.60218830204,0.5205316503573776,0.4161258190234568,0.036567973277397
G48016707259002,81501.55690569912,0.5274213392356674,0.3759806192484821,0.0348627234918182
G48016707256001,83115.23998686802,0.5438524052404913,0.3945802438144536,0.0312686890222557
G48016707260002,90209.31063122924,0.5736727795302323,0.4392321384124169,0.0265597389510147
G48016707257002,79977.0411817368,0.5769599782685625,0.3891553863613992,0.035483593679128
G48016707256004,73718.25110270952,0.5547090727100716,0.3746434320324462,0.037219433576636
G48016707259001,83161.75595581385,0.4946014559044075,0.3642376919855178,0.0358245563015684
G48016707257001,75959.40282597918,0.576403205741281,0.3997661249958026,0.0302961851173234
G48016707256003,74201.39147718238,0.539007613315292,0.3726949516084982,0.0331444964940666
G48016707256002,76670.63508169087,0.5201962531875834,0.3622969311967111,0.0356949864313011
G48016707258001,75049.28820474778,0.5283978756005824,0.3761989006005395,0.0237966064532986
G48016707255002,77944.53945086706,0.5129732263719746,0.3660115869159823,0.0383874811409608
G48016707258002,78111.8889567223,0.5269989141424261,0.3713639911545864,0.0328467375459192
G48016707255001,68217.43960826985,0.5335291919124749,0.3390256037699763,0.0342541198943806
G48016707254002,64098.68459752322,0.5195954156393786,0.3395868606733584,0.0366918994072776
G48016707241012,75841.54628336756,0.5005866967727238,0.3543228807678421,0.0391881776475701
G48016707250003,64427.784254352766,0.5030194140262896,0.3319872078535513,0.033067479180287
G48016707258003,83428.01611483513,0.5063195558902696,0.3631383576064876,0.0326568299464922
G48016707254004,69734.53768844221,0.5072453264769007,0.3453590541055881,0.0403841562075077
G48016707254003,66888.05947955391,0.494300179781354,0.340207633100747,0.0337847849628375
G48016707250002,58144.066371681416,0.5166853106279693,0.3151336953981772,0.0377206506963751
G48016707249003,71280.16317365269,0.5168691575406201,0.3495683238139981,0.0387883033372214
G48016707253001,81643.82740260892,0.4961172870514077,0.3692859187888849,0.0336246875831694
G48016707254001,59928.73902821317,0.5143547281373658,0.3416230678059733,0.0353069533139616
G48016707250001,67184.37105390966,0.5272564237601258,0.3640169997670391,0.0412622638018197
G48016707249002,82835.97874601488,0.5308834402704895,0.3882261996260728,0.0373031070345041
G48016707251003,64253.01946382666,0.5260602966480796,0.3476858165862371,0.0357582721047348
G48016707253002,61218.47818696884,0.4612294585922512,0.2966189216748399,0.0359072079574029
G48016707252002,71166.06424670736,0.4921339562230786,0.3373582013945188,0.0372914742418689
G48016707249001,76464.3987284287,0.5422213001427939,0.3718939536321649,0.0400479632734409
G48016707248002,77003.2526560425,0.5193805940962171,0.3715545454543473,0.0413340520709516
G48016707251002,69726.28075396825,0.530512965653381,0.3346251835692285,0.0350310289512808
G48016707252001,67416.53984375,0.4862619542565639,0.338785840634806,0.0480564921551351
G48016707248001,71190.46265870052,0.5158729700466351,0.3598489148242731,0.0457324472143893
G48016707247002,75476.84412319296,0.5244752301624868,0.3584937364502559,0.0393789341805487
G48016707251001,67507.4918633035,0.488496452416348,0.3228224501088272,0.0468653102750907
G48016707240002,75924.82432166344,0.5133468705298492,0.3560049201490311,0.0345813098389044
G48016707244001,77246.82003988036,0.5342634557882314,0.3760752607339819,0.0442971747176248
